id,city_id,approve_url
1032,48,https://www.town.minamiosumi.lg.jp/kaigohukushi/hikazeikyuhu.html
1033,43,https://www.pref.saga.lg.jp/kiji00368216/index.html
1034,48,https://kimotsuki-town.jp/soshiki/chikusanka/1/4447.html
1035,48,http://town.nakatane.kagoshima.jp/fukushi/documents/documents/teisyotokukosodate.html
1036,42,http://www.city.onojo.fukuoka.jp/s048/050/010/030/20200710204832.html
1037,42,https://www.city.munakata.lg.jp/w021/010/030/050/20220818110626.html
1038,43,NULL
1039,48,NULL
1040,42,https://www.city.dazaifu.lg.jp/site/covid-19/14982.html
1041,48,NULL
1042,42,https://www.city.koga.fukuoka.jp/cityhall/work/fukushi/064.php
1043,42,https://www.city.fukutsu.lg.jp/soshiki/fukushi/shogai/1_1/1180.html
1044,48,NULL
1045,42,https://www.city.ukiha.fukuoka.jp/kiji0033097/index.html
1046,48,NULL
1047,48,http://www.town.setouchi.lg.jp/kankou/2021syukuhakuriyojosejigyo.html
1048,42,https://www.city.miyawaka.lg.jp/kiji003446569/index.html
1049,48,http://www.town.tatsugo.lg.jp/chouminzeimu/korona_kokuhogennmenn.html
1050,42,https://www.city.kama.lg.jp/site/coronavirus/14352.html
1051,48,http://www.town.kikai.lg.jp/kankou/kankousien.html
1052,42,https://www.city.asakura.lg.jp/www/contents/1297302026271/index.html
1053,48,http://www.tokunoshima-town.org/jyuminseikatsuka/nennkin/dai11kaichoikin.html
1054,48,https://www.town.amagi.lg.jp/docs/126.html
1055,48,NULL
1056,42,https://www.city.miyama.lg.jp/s022/kenko/110/070/20211204114138.html
1057,42,https://www.city.itoshima.lg.jp/s006/010/030/b020/010/010/myhome.html
1058,43,https://www.city.karatsu.lg.jp/fukushi/kenko/fukushi/fukushi/hikazeikyufukin.html
1059,42,https://www.city.nakagawa.lg.jp/site/koronamatome/kosodatesetaikyuufukin-hitorioya.html
1060,48,http://www.town.wadomari.lg.jp/hukusi/gankensin.html
1061,42,https://www.town.umi.lg.jp/soshiki/10/31436.html
1062,42,https://www.town.sasaguri.fukuoka.jp/kosodate/ikuji_shien/4/1995.html
1063,42,https://www.town.shime.lg.jp/soshiki/1/rousai201302.html
1064,48,NULL
1065,42,https://www.town.sue.fukuoka.jp/korona/sien/kojin/3835.html
1066,42,"http://www.town.shingu.fukuoka.jp/index.cfm/49,32051,280,532,html"
1067,43,https://www.city.tosu.lg.jp/soshiki/17/7604.html
1068,42,https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/kourei_fukushi_kaigo/support_koreisha/2688.html
1069,42,https://www.town.kasuya.fukuoka.jp/s022/050/020/030/20211220151944.html
1070,42,https://www.town.ashiya.lg.jp/site/coronavirus/12818.html
1071,35,https://www.pref.okayama.jp/page/352727.html
1072,42,http://www.town.okagaki.lg.jp/s006/20210407183743.html
1073,42,https://www.town.onga.lg.jp/site/covid-19/23407.html
1074,42,NULL
1075,42,https://www.town.kurate.lg.jp/business/shisetsuengei_nenyukoto_hojokin.html
1076,42,NULL
1077,42,https://www.town.chikuzen.fukuoka.jp/S006/020/010/030/090/20200727151416.html
1078,35,https://www.city.okayama.jp/jigyosha/0000040959.html
1079,42,http://vill.toho-info.com/detail?num=1141
1080,42,http://www.town.tachiarai.fukuoka.jp/page/page_01686.html
1081,42,http://www.town.ooki.lg.jp/iryo/8/1/1423013977963.html
1082,43,https://www.city.taku.lg.jp/soshiki/7/12094.html
1083,35,https://www.city.tsuyama.lg.jp/life/index2.php?id=5413
1084,43,https://www.city.imari.saga.jp/12822.htm
1085,42,https://www.town.hirokawa.fukuoka.jp/soshiki/jumin/1/1/2/2636.html
1086,42,https://www.town.kawara.fukuoka.jp/s023/030/020/20200423154158.html
1087,35,https://www.city.okayama.jp/0000022044.html
1088,42,https://www.town.soeda.fukuoka.jp/docs/2012052800017/
1089,35,NULL
1090,43,NULL
1091,35,NULL
1092,35,https://www.city.okayama.jp/0000022044.html
1093,35,https://www.city.kurashiki.okayama.jp/dd.aspx?menuid=12315
1094,43,NULL
1095,35,https://www.city.tamano.lg.jp/site/coronavirus/12888.html
1096,35,http://www.city.kasaoka.okayama.jp/soshiki/16/40139.html
1097,35,http://www.city.ibara.okayama.jp/docs/2017012501003/
1098,35,https://www.city.soja.okayama.jp/kenkouiryou/iryou_fukushi/kenkoutukuri/gankanjyaouenjigyo.html
1099,43,NULL
1100,35,https://www.city.takahashi.lg.jp/site/corona-kanren/kosodate-seikatusien-kyuhukin-sonota.html
1101,35,https://www.city.niimi.okayama.jp/kurashi/kurashi_detail/index/10426.html
1102,43,https://www.town.shiroishi.lg.jp/chousei_machi/_4183/_5526.html
1103,43,NULL
1104,43,https://www.city.ureshino.lg.jp/sangyo/shokogyo/shokogyo/_28439.html
1105,35,https://www.city.bizen.okayama.jp/site/aka/14972.html
1106,35,https://www.city.setouchi.lg.jp/site/kyouikuiinnkai/125420.html
1107,43,https://www.town.kouhoku.saga.jp/kiji0032294/index.html
1108,43,NULL
1109,35,https://www.city.akaiwa.lg.jp/annai/kensetsujigyou/jougesuidou/kurashi/jougesuidou/joukasou/1144.html
1110,35,https://kodomo.city.maniwa.okayama.jp/39772.html
1111,35,http://www.city.mimasaka.lg.jp/boshu/1574825070286.html
1112,35,http://www.city.asakuchi.lg.jp/kurashi/hoken/kenkohoken/gennmenn/index.html
1113,35,NULL
1114,35,http://www.town.hayashima.lg.jp/oshirase/1649034623892.html
1115,35,http://www.town.satosho.okayama.jp/soshiki/5/5315.html
1116,35,NULL
1117,35,NULL
1118,43,NULL
1119,43,https://www.town.kiyama.lg.jp/kiji0031286/index.html
1120,35,NULL
1121,35,http://www.town.shoo.lg.jp/guide/guide01/life05/life0501/156_replace
1122,35,NULL
1123,35,NULL
